Rainfall(mm),Humidity(%),Temperature(C),Flood Occurred
40,88,28,0
40,88,31,0
40,88,34,0
40,88,37,0
40,88,40,0
40,88,43,0
40,89,15,0
40,92,16,0
40,92,19,0
40,92,22,0
40,92,25,0
40,92,28,0
40,92,31,0
40,92,34,0
40,92,37,0
40,92,40,0
40,92,43,0
40,93,15,0
40,96,16,0
40,96,19,0
40,96,22,0
40,96,25,0
40,96,28,0
40,96,31,0
40,96,34,0
40,96,37,0
40,96,40,0
40,96,43,0
40,97,15,0
40,100,16,0
40,100,19,0
40,100,22,0
40,100,25,0
40,100,28,0
40,100,31,0
40,100,34,0
40,100,37,0
40,100,40,0
40,100,43,0
41,30,15,0
45,32,16,0
45,32,19,0
45,32,22,0
45,32,25,0
45,32,28,0
45,32,31,0
45,32,34,0
45,32,37,0
45,32,40,0
45,32,43,0
45,33,15,0
45,36,16,0
45,36,19,0
45,36,22,0
45,36,25,0
45,36,28,0
45,36,31,0
45,36,34,0
45,36,37,0
45,36,40,0
45,36,43,0
45,37,15,0
45,40,16,0
45,40,19,0
45,40,22,0
45,40,25,0
45,40,28,0
45,40,31,0
45,40,34,0
45,40,37,0
45,40,40,0
45,40,43,0
45,41,15,0
45,44,16,0
45,44,19,0
45,44,22,0
45,44,25,0
45,44,28,0
45,44,31,0
45,44,34,0
45,44,37,0
45,44,40,0
45,44,43,0
45,45,15,0
45,48,16,0
45,48,19,0
45,48,22,0
45,48,25,0
45,48,28,0
45,48,31,0
45,48,34,0
45,48,37,0
45,48,40,0
45,48,43,0
45,49,15,0
45,52,16,0
45,52,19,0
45,52,22,0
45,52,25,0
45,52,28,0
45,52,31,0
45,52,34,0
45,52,37,0
45,52,40,0
45,52,43,0
45,53,15,0
45,56,16,0
45,56,19,0
45,56,22,0
45,56,25,0
45,56,28,0
45,56,31,0
45,56,34,0
45,56,37,0
45,56,40,0
45,56,43,0
45,57,15,0
45,60,16,0
45,60,19,0
45,60,22,0
45,60,25,0
45,60,28,0
45,60,31,0
45,60,34,0
45,60,37,0
45,60,40,0
45,60,43,0
45,61,15,0
45,64,16,0
45,64,19,0
45,64,22,0
45,64,25,0
45,64,28,0
45,64,31,0
45,64,34,0
45,64,37,0
45,64,40,0
45,64,43,0
45,65,15,0
45,68,16,0
45,68,19,0
45,68,22,0
45,68,25,0
45,68,28,0
45,68,31,0
45,68,34,0
45,68,37,0
45,68,40,0
45,68,43,0
45,69,15,0
45,72,16,0
45,72,19,0
45,72,22,0
45,72,25,0
45,72,28,0
45,72,31,0
45,72,34,0
45,72,37,0
45,72,40,0
45,72,43,0
45,73,15,0
45,76,16,0
45,76,19,0
45,76,22,0
45,76,25,0
45,76,28,0
45,76,31,0
45,76,34,0
45,76,37,0
45,76,40,0
45,76,43,0
45,77,15,0
45,80,16,0
45,80,19,0
45,80,22,0
45,80,25,0
45,80,28,0
45,80,31,0
45,80,34,0
45,80,37,0
45,80,40,0
45,80,43,0
45,81,15,0
45,84,16,0
45,84,19,0
45,84,22,0
45,84,25,0
45,84,28,0
45,84,31,0
45,84,34,0
45,84,37,0
45,84,40,0
45,84,43,0
45,85,15,0
45,88,16,0
45,88,19,0
45,88,22,0
45,88,25,0
45,88,28,0
45,88,31,0
45,88,34,0
45,88,37,0
45,88,40,0
45,88,43,0
45,89,15,0
45,92,16,0
45,92,19,0
45,92,22,0
45,92,25,0
45,92,28,0
45,92,31,0
45,92,34,0
45,92,37,0
45,92,40,0
45,92,43,0
45,93,15,0
45,96,16,0
45,96,19,0
45,96,22,0
45,96,25,0
45,96,28,0
45,96,31,0
45,96,34,0
45,96,37,0
45,96,40,0
45,96,43,0
45,97,15,0
45,100,16,0
45,100,19,0
45,100,22,0
45,100,25,0
45,100,28,0
45,100,31,0
45,100,34,0
45,100,37,0
45,100,40,0
45,100,43,0
46,30,15,0
50,32,16,0
50,32,19,0
50,32,22,0
50,32,25,0
50,32,28,0
50,32,31,0
50,32,34,0
50,32,37,0
50,32,40,0
50,32,43,0
50,33,15,0
50,36,16,0
50,36,19,0
50,36,22,0
50,36,25,0
50,36,28,0
50,36,31,0
50,36,34,0
50,36,37,0
50,36,40,0
50,36,43,0
50,37,15,0
50,40,16,0
50,40,19,0
50,40,22,0
50,40,25,0
50,40,28,0
50,40,31,0
50,40,34,0
50,40,37,0
50,40,40,0
50,40,43,0
50,41,15,0
50,44,16,0
50,44,19,0
50,44,22,0
50,44,25,0
50,44,28,0
50,44,31,0
50,44,34,0
50,44,37,0
50,44,40,0
50,44,43,0
50,45,15,0
50,48,16,0
50,48,19,0
50,48,22,0
50,48,25,0
50,48,28,0
50,48,31,0
50,48,34,0
50,48,37,0
50,48,40,0
50,48,43,0
50,49,15,0
50,52,16,0
50,52,19,0
50,52,22,0
50,52,25,0
50,52,28,0
50,52,31,0
50,52,34,0
50,52,37,0
50,52,40,0
50,52,43,0
50,53,15,0
50,56,16,0
50,56,19,0
50,56,22,0
50,56,25,0
50,56,28,0
50,56,31,0
50,56,34,0
50,56,37,0
50,56,40,0
50,56,43,0
50,57,15,0
50,60,16,0
50,60,19,0
50,60,22,0
50,60,25,0
50,60,28,0
50,60,31,0
50,60,34,0
50,60,37,0
50,60,40,0
50,60,43,0
50,61,15,0
50,64,16,0
50,64,19,0
50,64,22,0
50,64,25,0
50,64,28,0
50,64,31,0
50,64,34,0
50,64,37,0
50,64,40,0
50,64,43,0
50,65,15,0
50,68,16,0
50,68,19,0
50,68,22,0
50,68,25,0
50,68,28,0
50,68,31,0
50,68,34,0
50,68,37,0
50,68,40,0
50,68,43,0
50,69,15,0
50,72,16,0
50,72,19,0
50,72,22,0
50,72,25,0
50,72,28,0
50,72,31,0
50,72,34,0
50,72,37,0
50,72,40,0
50,72,43,0
50,73,15,0
50,76,16,0
50,76,19,0
50,76,22,0
50,76,25,0
50,76,28,0
50,76,31,0
50,76,34,0
50,76,37,0
50,76,40,0
50,76,43,0
50,77,15,0
50,80,16,0
50,80,19,0
50,80,22,0
50,80,25,0
50,80,28,0
50,80,31,0
50,80,34,0
50,80,37,0
50,80,40,0
50,80,43,0
50,81,15,0
50,84,16,0
50,84,19,0
50,84,22,0
50,84,25,0
50,84,28,0
50,84,31,0
50,84,34,0
50,84,37,0
50,84,40,0
50,84,43,0
50,85,15,0
50,88,16,0
50,88,19,0
50,88,22,0
50,88,25,0
50,88,28,0
50,88,31,0
50,88,34,0
50,88,37,0
50,88,40,0
50,88,43,0
50,89,15,0
50,92,16,0
50,92,19,0
50,92,22,0
50,92,25,0
50,92,28,0
50,92,31,0
50,92,34,0
50,92,37,0
50,92,40,0
50,92,43,0
50,93,15,0
50,96,16,0
50,96,19,0
50,96,22,0
50,96,25,0
50,96,28,0
50,96,31,0
50,96,34,0
50,96,37,0
50,96,40,0
50,96,43,0
50,97,15,0
50,100,16,0
50,100,19,0
50,100,22,0
50,100,25,0
50,100,28,0
50,100,31,0
50,100,34,0
50,100,37,0
50,100,40,0
50,100,43,0
51,30,15,0
55,32,16,0
55,32,19,0
55,32,22,0
55,32,25,0
55,32,28,0
55,32,31,0
55,32,34,0
55,32,37,0
55,32,40,0
55,32,43,0
55,33,15,0
55,36,16,0
55,36,19,0
55,36,22,0
55,36,25,0
55,36,28,0
55,36,31,0
55,36,34,0
55,36,37,0
55,36,40,0
55,36,43,0
55,37,15,0
55,40,16,0
55,40,19,0
55,40,22,0
55,40,25,0
55,40,28,0
55,40,31,0
55,40,34,0
55,40,37,0
55,40,40,0
55,40,43,0
55,41,15,0
55,44,16,0
55,44,19,0
55,44,22,0
55,44,25,0
55,44,28,0
55,44,31,0
55,44,34,0
55,44,37,0
55,44,40,0
55,44,43,0
55,45,15,0
55,48,16,0
55,48,19,0
55,48,22,0
55,48,25,0
55,48,28,0
55,48,31,0
55,48,34,0
55,48,37,0
55,48,40,0
55,48,43,0
55,49,15,0
55,52,16,0
55,52,19,0
55,52,22,0
55,52,25,0
55,52,28,0
55,52,31,0
55,52,34,0
55,52,37,0
55,52,40,0
55,52,43,0
55,53,15,0
55,56,16,0
55,56,19,0
55,56,22,0
55,56,25,0
55,56,28,0
55,56,31,0
55,56,34,0
55,56,37,0
55,56,40,0
55,56,43,0
55,57,15,0
55,60,16,0
55,60,19,0
55,60,22,0
55,60,25,0
55,60,28,0
55,60,31,0
55,60,34,0
55,60,37,0
55,60,40,0
55,60,43,0
55,61,15,0
55,64,16,0
55,64,19,0
55,64,22,0
55,64,25,0
55,64,28,0
55,64,31,0
55,64,34,0
55,64,37,0
55,64,40,0
55,64,43,0
55,65,15,0
55,68,16,0
55,68,19,0
55,68,22,0
55,68,25,0
55,68,28,0
55,68,31,0
55,68,34,0
55,68,37,0
55,68,40,0
55,68,43,0
55,69,15,0
55,72,16,0
55,72,19,0
55,72,22,0
55,72,25,0
55,72,28,0
55,72,31,0
55,72,34,0
55,72,37,0
55,72,40,0
55,72,43,0
55,73,15,0
55,76,16,0
55,76,19,0
55,76,22,0
55,76,25,0
55,76,28,0
55,76,31,0
55,76,34,0
55,76,37,0
55,76,40,0
55,76,43,0
55,77,15,0
55,80,16,0
55,80,19,0
55,80,22,0
55,80,25,0
55,80,28,0
55,80,31,0
55,80,34,0
55,80,37,0
55,80,40,0
55,80,43,0
55,81,15,0
55,84,16,0
55,84,19,0
55,84,22,0
55,84,25,0
55,84,28,0
55,84,31,0
55,84,34,0
55,84,37,0
55,84,40,0
55,84,43,0
55,85,15,0
55,88,16,0
55,88,19,0
55,88,22,0
55,88,25,0
55,88,28,0
55,88,31,0
55,88,34,0
55,88,37,0
55,88,40,0
55,88,43,0
55,89,15,0
55,92,16,0
55,92,19,0
55,92,22,0
55,92,25,0
55,92,28,0
55,92,31,0
55,92,34,0
55,92,37,0
55,92,40,0
55,92,43,0
55,93,15,0
55,96,16,0
55,96,19,0
55,96,22,0
55,96,25,0
55,96,28,0
55,96,31,0
55,96,34,0
55,96,37,0
55,96,40,0
55,96,43,0
55,97,15,0
55,100,16,0
55,100,19,0
55,100,22,0
55,100,25,0
55,100,28,0
55,100,31,0
55,100,34,0
55,100,37,0
55,100,40,0
55,100,43,0
56,30,15,0
60,32,16,0
60,32,19,0
60,32,22,0
60,32,25,0
60,32,28,0
60,32,31,0
60,32,34,0
60,32,37,0
60,32,40,0
60,32,43,0
60,33,15,0
60,36,16,0
60,36,19,0
60,36,22,0
60,36,25,0
60,36,28,0
60,36,31,0
60,36,34,0
60,36,37,0
60,36,40,0
60,36,43,0
60,37,15,0
60,40,16,0
60,40,19,0
60,40,22,0
60,40,25,0
60,40,28,0
60,40,31,0
60,40,34,0
60,40,37,0
60,40,40,0
60,40,43,0
60,41,15,0
60,44,16,0
60,44,19,0
60,44,22,0
60,44,25,0
60,44,28,0
60,44,31,0
60,44,34,0
60,44,37,0
60,44,40,0
60,44,43,0
60,45,15,0
60,48,16,0
60,48,19,0
60,48,22,0
60,48,25,0
60,48,28,0
60,48,31,0
60,48,34,0
60,48,37,0
60,48,40,0
60,48,43,0
60,49,15,0
60,52,16,0
60,52,19,0
60,52,22,0
60,52,25,0
60,52,28,0
60,52,31,0
60,52,34,0
60,52,37,0
60,52,40,0
60,52,43,0
60,53,15,0
60,56,16,0
60,56,19,0
60,56,22,0
60,56,25,0
60,56,28,0
60,56,31,0
60,56,34,0
60,56,37,0
60,56,40,0
60,56,43,0
60,57,15,0
60,60,16,0
60,60,19,0
60,60,22,0
60,60,25,0
60,60,28,0
60,60,31,0
60,60,34,0
60,60,37,0
60,60,40,0
60,60,43,0
60,61,15,0
60,64,16,0
60,64,19,0
60,64,22,0
60,64,25,0
60,64,28,0
60,64,31,0
60,64,34,0
60,64,37,0
60,64,40,0
60,64,43,0
60,65,15,0
60,68,16,0
60,68,19,0
60,68,22,0
60,68,25,0
60,68,28,0
60,68,31,0
60,68,34,0
60,68,37,0
60,68,40,0
60,68,43,0
60,69,15,0
60,72,16,0
60,72,19,0
60,72,22,0
60,72,25,0
60,72,28,0
60,72,31,0
60,72,34,0
60,72,37,0
60,72,40,0
60,72,43,0
60,73,15,0
60,76,16,0
60,76,19,0
60,76,22,0
60,76,25,0
60,76,28,0
60,76,31,0
60,76,34,0
60,76,37,0
60,76,40,0
60,76,43,0
60,77,15,0
60,80,16,0
60,80,19,0
60,80,22,0
60,80,25,0
60,80,28,0
60,80,31,0
60,80,34,0
60,80,37,0
60,80,40,0
60,80,43,0
60,81,15,0
60,84,16,0
60,84,19,0
60,84,22,0
60,84,25,0
60,84,28,0
60,84,31,0
60,84,34,0
60,84,37,0
60,84,40,0
60,84,43,0
60,85,15,0
60,88,16,0
60,88,19,0
60,88,22,0
60,88,25,0
60,88,28,0
60,88,31,0
60,88,34,0
60,88,37,0
60,88,40,0
60,88,43,0
60,89,15,0
60,92,16,0
60,92,19,0
60,92,22,0
60,92,25,0
60,92,28,0
60,92,31,0
60,92,34,0
60,92,37,0
60,92,40,0
60,92,43,0
60,93,15,0
60,96,16,0
60,96,19,0
60,96,22,0
60,96,25,0
60,96,28,0
60,96,31,0
60,96,34,0
60,96,37,0
60,96,40,0
60,96,43,0
60,97,15,0
60,100,16,0
60,100,19,0
60,100,22,0
60,100,25,0
60,100,28,0
60,100,31,0
60,100,34,0
60,100,37,0
60,100,40,0
60,100,43,0
61,30,15,0
65,32,16,0
65,32,19,0
65,32,22,0
65,32,25,0
65,32,28,0
65,32,31,0
65,32,34,0
65,32,37,0
65,32,40,0
65,32,43,0
65,33,15,0
65,36,16,0
65,36,19,0
65,36,22,0
65,36,25,0
65,36,28,0
65,36,31,0
65,36,34,0
65,36,37,0
65,36,40,0
65,36,43,0
65,37,15,0
65,40,16,0
65,40,19,0
65,40,22,0
65,40,25,0
65,40,28,0
65,40,31,0
65,40,34,0
65,40,37,0
65,40,40,0
65,40,43,0
65,41,15,0
65,44,16,0
65,44,19,0
65,44,22,0
65,44,25,0
65,44,28,0
65,44,31,0
65,44,34,0
65,44,37,0
65,44,40,0
65,44,43,0
65,45,15,0
65,48,16,0
65,48,19,0
65,48,22,0
65,48,25,0
65,48,28,0
65,48,31,0
65,48,34,0
65,48,37,0
65,48,40,0
65,48,43,0
65,49,15,0
65,52,16,0
65,52,19,0
65,52,22,0
65,52,25,0
65,52,28,0
65,52,31,0
65,52,34,0
65,52,37,0
65,52,40,0
65,52,43,0
65,53,15,0
65,56,16,0
65,56,19,0
65,56,22,0
65,56,25,0
65,56,28,0
65,56,31,0
65,56,34,0
65,56,37,0
65,56,40,0
65,56,43,0
65,57,15,0
65,60,16,0
65,60,19,0
65,60,22,0
65,60,25,0
65,60,28,0
65,60,31,0
65,60,34,0
65,60,37,0
65,60,40,0
65,60,43,0
65,61,15,0
65,64,16,0
65,64,19,0
65,64,22,0
65,64,25,0
65,64,28,0
65,64,31,0
65,64,34,0
65,64,37,0
65,64,40,0
65,64,43,0
65,65,15,0
65,68,16,0
65,68,19,0
65,68,22,0
65,68,25,0
65,68,28,0
65,68,31,0
65,68,34,0
65,68,37,0
65,68,40,0
65,68,43,0
65,69,15,0
65,72,16,0
65,72,19,0
65,72,22,0
65,72,25,0
65,72,28,0
65,72,31,0
65,72,34,0
65,72,37,0
65,72,40,0
65,72,43,0
65,73,15,0
65,76,16,0
65,76,19,0
65,76,22,0
65,76,25,0
65,76,28,0
65,76,31,0
65,76,34,0
65,76,37,0
65,76,40,0
65,76,43,0
65,77,15,0
65,80,16,0
65,80,19,0
65,80,22,0
65,80,25,0
65,80,28,0
65,80,31,0
65,80,34,0
65,80,37,0
65,80,40,0
65,80,43,0
65,81,15,0
65,84,16,0
65,84,19,0
65,84,22,0
65,84,25,0
65,84,28,0
65,84,31,0
65,84,34,0
65,84,37,0
65,84,40,0
65,84,43,0
65,85,15,0
65,88,16,0
65,88,19,0
65,88,22,0
65,88,25,0
65,88,28,0
65,88,31,0
65,88,34,0
65,88,37,0
65,88,40,0
65,88,43,0
65,89,15,0
65,92,16,0
65,92,19,0
65,92,22,0
65,92,25,0
65,92,28,0
65,92,31,0
65,92,34,0
65,92,37,0
65,92,40,0
65,92,43,0
65,93,15,0
65,96,16,0
65,96,19,0
65,96,22,0
65,96,25,0
65,96,28,0
65,96,31,0
65,96,34,0
65,96,37,0
65,96,40,0
65,96,43,0
65,97,15,0
65,100,16,0
65,100,19,0
65,100,22,0
65,100,25,0
65,100,28,0
65,100,31,0
65,100,34,0
65,100,37,0
65,100,40,0
65,100,43,0
66,30,15,0
70,32,16,0
70,32,19,0
70,32,22,0
70,32,25,0
70,32,28,0
70,32,31,0
70,32,34,0
70,32,37,0
70,32,40,0
70,32,43,0
70,33,15,0
70,36,16,0
70,36,19,0
70,36,22,0
70,36,25,0
70,36,28,0
70,36,31,0
70,36,34,0
70,36,37,0
70,36,40,0
70,36,43,0
70,37,15,0
70,40,16,0
70,40,19,0
70,40,22,0
70,40,25,0
70,40,28,0
70,40,31,0
70,40,34,0
70,40,37,0
70,40,40,0
70,40,43,0
70,41,15,0
70,44,16,0
70,44,19,0
70,44,22,0
70,44,25,0
70,44,28,0
70,44,31,0
70,44,34,0
70,44,37,0
70,44,40,0
70,44,43,0
70,45,15,0
70,48,16,0
70,48,19,0
70,48,22,0
70,48,25,0
70,48,28,0
70,48,31,0
70,48,34,0
70,48,37,0
70,48,40,0
70,48,43,0
70,49,15,0
70,52,16,0
70,52,19,0
70,52,22,0
70,52,25,0
70,52,28,0
70,52,31,0
70,52,34,0
70,52,37,0
70,52,40,0
70,52,43,0
70,53,15,0
70,56,16,0
70,56,19,0
70,56,22,0
70,56,25,0
70,56,28,0
70,56,31,0
70,56,34,0
70,56,37,0
70,56,40,0
70,56,43,0
70,57,15,0
70,60,16,0
70,60,19,0
70,60,22,0
70,60,25,0
70,60,28,0
70,60,31,0
70,60,34,0
70,60,37,0
70,60,40,0
70,60,43,0
70,61,15,0
70,64,16,0
70,64,19,0
70,64,22,0
70,64,25,0
70,64,28,0
70,64,31,0
70,64,34,0
70,64,37,0
70,64,40,0
70,64,43,0
70,65,15,0
70,68,16,0
70,68,19,0
70,68,22,0
70,68,25,0
70,68,28,0
70,68,31,0
70,68,34,0
70,68,37,0
70,68,40,0
70,68,43,0
70,69,15,0
70,72,16,0
70,72,19,0
70,72,22,0
70,72,25,0
70,72,28,0
70,72,31,0
70,72,34,0
70,72,37,0
70,72,40,0
70,72,43,0
70,73,15,0
70,76,16,0
70,76,19,0
70,76,22,0
70,76,25,0
70,76,28,0
70,76,31,0
70,76,34,0
70,76,37,0
70,76,40,0
70,76,43,0
70,77,15,0
70,80,16,0
70,80,19,0
70,80,22,0
70,80,25,0
70,80,28,0
70,80,31,0
70,80,34,0
70,80,37,0
70,80,40,0
70,80,43,0
70,81,15,0
70,84,16,0
70,84,19,0
70,84,22,0
70,84,25,0
70,84,28,0
70,84,31,0
70,84,34,0
70,84,37,0
70,84,40,0
70,84,43,0
70,85,15,0
70,88,16,0
70,88,19,0
70,88,22,0
70,88,25,0
70,88,28,0
70,88,31,0
70,88,34,0
70,88,37,0
70,88,40,0
70,88,43,0
70,89,15,0
70,92,16,0
70,92,19,0
70,92,22,0
70,92,25,0
70,92,28,0
70,92,31,0
70,92,34,0
70,92,37,0
70,92,40,0
70,92,43,0
70,93,15,0
70,96,16,0
70,96,19,0
70,96,22,0
70,96,25,0
70,96,28,0
70,96,31,0
70,96,34,0
70,96,37,0
70,96,40,0
70,96,43,0
70,97,15,0
70,100,16,0
70,100,19,0
70,100,22,0
70,100,25,0
70,100,28,0
70,100,31,0
70,100,34,0
70,100,37,0
70,100,40,0
70,100,43,0
71,30,15,0
75,32,16,0
75,32,19,0
75,32,22,0
75,32,25,0
75,32,28,0
75,32,31,0
75,32,34,0
75,32,37,0
75,32,40,0
75,32,43,0
75,33,15,0
75,36,16,0
75,36,19,0
75,36,22,0
75,36,25,0
75,36,28,0
75,36,31,0
75,36,34,0
75,36,37,0
75,36,40,0
75,36,43,0
75,37,15,0
75,40,16,0
75,40,19,0
75,40,22,0
75,40,25,0
75,40,28,0
75,40,31,0
75,40,34,0
75,40,37,0
75,40,40,0
75,40,43,0
75,41,15,0
75,44,16,0
75,44,19,0
75,44,22,0
75,44,25,0
75,44,28,0
75,44,31,0
75,44,34,0
75,44,37,0
75,44,40,0
75,44,43,0
75,45,15,0
75,48,16,0
75,48,19,0
75,48,22,0
75,48,25,0
75,48,28,0
75,48,31,0
75,48,34,0
75,48,37,0
75,48,40,0
75,48,43,0
75,49,15,0
75,52,16,0
75,52,19,0
75,52,22,0
75,52,25,0
75,52,28,0
75,52,31,0
75,52,34,0
75,52,37,0
75,52,40,0
75,52,43,0
75,53,15,0
75,56,16,0
75,56,19,0
75,56,22,0
75,56,25,0
75,56,28,0
75,56,31,0
75,56,34,0
75,56,37,0
75,56,40,0
75,56,43,0
75,57,15,0
75,60,16,0
75,60,19,0
75,60,22,0
75,60,25,0
75,60,28,0
75,60,31,0
75,60,34,0
75,60,37,0
75,60,40,0
75,60,43,0
75,61,15,0
75,64,16,0
75,64,19,0
75,64,22,0
75,64,25,0
75,64,28,0
75,64,31,0
75,64,34,0
75,64,37,0
75,64,40,0
75,64,43,0
75,65,15,0
75,68,16,0
75,68,19,0
75,68,22,0
75,68,25,0
75,68,28,0
75,68,31,0
75,68,34,0
75,68,37,0
75,68,40,0
75,68,43,0
75,69,15,0
75,72,16,0
75,72,19,0
75,72,22,0
75,72,25,0
75,72,28,0
75,72,31,0
75,72,34,0
75,72,37,0
75,72,40,0
75,72,43,0
75,73,15,0
75,76,16,0
75,76,19,0
75,76,22,0
75,76,25,0
75,76,28,0
75,76,31,0
75,76,34,0
75,76,37,0
75,76,40,0
75,76,43,0
75,77,15,0
75,80,16,0
75,80,19,0
75,80,22,0
75,80,25,0
75,80,28,0
75,80,31,0
75,80,34,0
75,80,37,0
75,80,40,0
75,80,43,0
75,81,15,0
75,84,16,0
75,84,19,0
75,84,22,0
75,84,25,0
75,84,28,0
75,84,31,0
75,84,34,0
75,84,37,0
75,84,40,0
75,84,43,0
75,85,15,0
75,88,16,0
75,88,19,0
75,88,22,0
75,88,25,0
75,88,28,0
75,88,31,0
75,88,34,0
75,88,37,0
75,88,40,0
75,88,43,0
75,89,15,0
75,92,16,0
75,92,19,0
75,92,22,0
75,92,25,0
75,92,28,0
75,92,31,0
75,92,34,0
75,92,37,0
75,92,40,0
75,92,43,0
75,93,15,0
75,96,16,0
75,96,19,0
75,96,22,0
75,96,25,0
75,96,28,0
75,96,31,0
75,96,34,0
75,96,37,0
75,96,40,0
75,96,43,0
75,97,15,0
75,100,16,0
75,100,19,0
75,100,22,0
75,100,25,0
75,100,28,0
75,100,31,0
75,100,34,0
75,100,37,0
75,100,40,0
75,100,43,0
76,30,15,0
80,32,16,0
80,32,19,0
80,32,22,0
80,32,25,0
80,32,28,0
80,32,31,0
80,32,34,0
80,32,37,0
80,32,40,0
80,32,43,0
80,33,15,0
80,36,16,0
80,36,19,0
80,36,22,0
80,36,25,0
80,36,28,0
80,36,31,0
80,36,34,0
80,36,37,0
80,36,40,0
80,36,43,0
80,37,15,0
80,40,16,0
80,40,19,0
80,40,22,0
80,40,25,0
80,40,28,0
80,40,31,0
80,40,34,0
80,40,37,0
80,40,40,0
80,40,43,0
80,41,15,0
80,44,16,0
80,44,19,0
80,44,22,0
80,44,25,0
80,44,28,0
80,44,31,0
80,44,34,0
80,44,37,0
80,44,40,0
80,44,43,0
80,45,15,0
80,48,16,0
80,48,19,0
80,48,22,0
80,48,25,0
80,48,28,0
80,48,31,0
80,48,34,0
80,48,37,0
80,48,40,0
80,48,43,0
80,49,15,0
80,52,16,0
80,52,19,0
80,52,22,0
80,52,25,0
80,52,28,0
80,52,31,0
80,52,34,0
80,52,37,0
80,52,40,0
80,52,43,0
80,53,15,0
80,56,16,0
80,56,19,0
80,56,22,0
80,56,25,0
80,56,28,0
80,56,31,0
80,56,34,0
80,56,37,0
80,56,40,0
80,56,43,0
80,57,15,0
80,60,16,0
80,60,19,0
80,60,22,0
80,60,25,0
80,60,28,0
80,60,31,0
80,60,34,0
80,60,37,0
80,60,40,0
80,60,43,0
80,61,15,0
80,64,16,0
80,64,19,0
80,64,22,0
80,64,25,0
80,64,28,0
80,64,31,0
80,64,34,0
80,64,37,0
80,64,40,0
80,64,43,0
80,65,15,0
80,68,16,0
80,68,19,0
80,68,22,0
80,68,25,0
80,68,28,0
80,68,31,0
80,68,34,0
80,68,37,0
80,68,40,0
80,68,43,0
80,69,15,0
80,72,16,0
80,72,19,0
80,72,22,0
80,72,25,0
80,72,28,0
80,72,31,0
80,72,34,0
80,72,37,0
80,72,40,0
80,72,43,0
80,73,15,0
80,76,16,0
80,76,19,0
80,76,22,0
80,76,25,0
80,76,28,0
80,76,31,0
80,76,34,0
80,76,37,0
80,76,40,0
80,76,43,0
80,77,15,0
80,80,16,0
80,80,19,0
80,80,22,0
80,80,25,0
80,80,28,0
80,80,31,0
80,80,34,0
80,80,37,0
80,80,40,0
80,80,43,0
80,81,15,0
80,84,16,0
80,84,19,0
80,84,22,0
80,84,25,0
80,84,28,0
80,84,31,0
80,84,34,0
80,84,37,0
80,84,40,0
80,84,43,0
80,85,15,0
80,88,16,0
80,88,19,0
80,88,22,0
80,88,25,0
80,88,28,0
80,88,31,0
80,88,34,0
80,88,37,0
80,88,40,0
80,88,43,0
80,89,15,0
80,92,16,0
80,92,19,0
80,92,22,0
80,92,25,0
80,92,28,0
80,92,31,0
80,92,34,0
80,92,37,0
80,92,40,0
80,92,43,0
80,93,15,0
80,96,16,0
80,96,19,0
80,96,22,0
80,96,25,0
80,96,28,0
80,96,31,0
80,96,34,0
80,96,37,0
80,96,40,0
80,96,43,0
80,97,15,0
80,100,16,0
80,100,19,0
80,100,22,0
80,100,25,0
80,100,28,0
80,100,31,0
80,100,34,0
80,100,37,0
80,100,40,0
80,100,43,0
81,30,15,0
85,32,16,0
85,32,19,0
85,32,22,0
85,32,25,0
85,32,28,0
85,32,31,0
85,32,34,0
85,32,37,0
85,32,40,0
85,32,43,0
85,33,15,0
85,36,16,0
85,36,19,0
85,36,22,0
85,36,25,0
85,36,28,0
85,36,31,0
85,36,34,0
85,36,37,0
85,36,40,0
85,36,43,0
85,37,15,0
85,40,16,0
85,40,19,0
85,40,22,0
85,40,25,0
85,40,28,0
85,40,31,0
85,40,34,0
85,40,37,0
85,40,40,0
85,40,43,0
85,41,15,0
85,44,16,0
85,44,19,0
85,44,22,0
85,44,25,0
85,44,28,0
85,44,31,0
85,44,34,0
85,44,37,0
85,44,40,0
85,44,43,0
85,45,15,0
85,48,16,0
85,48,19,0
85,48,22,0
85,48,25,0
85,48,28,0
85,48,31,0
85,48,34,0
85,48,37,0
85,48,40,0
85,48,43,0
85,49,15,0
85,52,16,0
85,52,19,0
85,52,22,0
85,52,25,0
85,52,28,0
85,52,31,0
85,52,34,0
85,52,37,0
85,52,40,0
85,52,43,0
85,53,15,0
85,56,16,0
85,56,19,0
85,56,22,0
85,56,25,0
85,56,28,0
85,56,31,0
85,56,34,0
85,56,37,0
85,56,40,0
85,56,43,0
85,57,15,0
85,60,16,0
85,60,19,0
85,60,22,0
85,60,25,0
85,60,28,0
85,60,31,0
85,60,34,0
85,60,37,0
85,60,40,0
85,60,43,0
85,61,15,0
85,64,16,0
85,64,19,0
85,64,22,0
85,64,25,0
85,64,28,0
85,64,31,0
85,64,34,0
85,64,37,0
85,64,40,0
85,64,43,0
85,65,15,0
85,68,16,0
85,68,19,0
85,68,22,0
85,68,25,0
85,68,28,0
85,68,31,0
85,68,34,0
85,68,37,0
85,68,40,0
85,68,43,0
85,69,15,0
85,72,16,0
85,72,19,0
85,72,22,0
85,72,25,0
85,72,28,0
85,72,31,0
85,72,34,0
85,72,37,0
85,72,40,0
85,72,43,0
85,73,15,0
85,76,16,0
